Model,Serial Number,Material,Vendor Material Number,Material Description, Unit,Qty,Task List Group Key,Maintenance Plan Description,Maintenance Item,Maintenance Item Description,Func Loc,T1,T2,Desc w/o ID & Task,Serial Prefix,Spx Xref Key,FuncLoc Key,PN Key,Final CC,Final MC,AMT Key
MD6250,DN700172,20908020,5156795,CYLINDER;HYDRAULIC;C,EA,1,286050,21B311 C/O Mast Lock Cylinder CS,51475926,21B311 C/O Mast Lock Cylinder CS,MYHD .CYLI.MALC,21B311,C/O,Mast Lock Cylinder CS,DN70,DN70Mast Lock Cylinder CS,DN70MYHD .CYLI.MALC,DN705156795Mast Lock Cylinder CS,79NT - MAST LOCKING CYLINDER,00 - (NONE),79NT00
MD6250,DN700172,20908020,5156795,CYLINDER;HYDRAULIC;C,EA,1,286050,21B311 C/O Mast Lock Cylinder NCS,51475925,21B311 C/O Mast Lock Cylinder NCS,MYHD .CYLI.MALN,21B311,C/O,Mast Lock Cylinder NCS,DN70,DN70Mast Lock Cylinder NCS,DN70MYHD .CYLI.MALN,DN705156795Mast Lock Cylinder NCS,79NT - MAST LOCKING CYLINDER,00 - (NONE),79NT00
MD6250,DN700169,21081925,4507146X,CYLINDER;MAST RAISE;,EA,1,286048,21B378 C/O Main Pump Drive Transmission,51471209,21B378 C/O Main P/Drive Transmission,,21B378,C/O,Main P/Drive Transmission,DN70,DN70Main P/Drive Transmission,DN70NO MATCH,DN704507146XMain P/Drive Transmission,79NU - MAST RAISING CYLINDER,00 - (NONE),79NU00
MD6250,DN700172,20999627,5187837,"CYLINDER,HYDRAULIC;C",EA,1,286051,21B311 C/O Mast Raise Cylinder CS,51475927,21B311 C/O Mast Raise Cylinder CS,MYHD .CYLI.MARC,21B311,C/O,Mast Raise Cylinder CS,DN70,DN70Mast Raise Cylinder CS,DN70MYHD .CYLI.MARC,DN705187837Mast Raise Cylinder CS,79NU - MAST RAISING CYLINDER,RII - RIGHT INNER,79NURII
MD6250,DN700172,20999627,5187837,"CYLINDER,HYDRAULIC;C",EA,1,286051,21B311 C/O Mast Raise Cylinder NCS,51475928,21B311 C/O Mast Raise Cylinder NCS,MYHD .CYLI.MARN,21B311,C/O,Mast Raise Cylinder NCS,DN70,DN70Mast Raise Cylinder NCS,DN70MYHD .CYLI.MARN,DN705187837Mast Raise Cylinder NCS,79NU - MAST RAISING CYLINDER,LT - LEFT,79NULT
MD6250,DN700204,21125248,6069297X,CYLINDER;FEED;WESTRA,EA,1,286039,21R439 C/O Hoist/Pulldown Cylinder,51563149,21R439 C/O Hoist/Pulldown Cylinder,MYHD .CYLI.HOPU,21R439,C/O,Hoist/Pulldown Cylinder,DN70,DN70Hoist/Pulldown Cylinder,DN70MYHD .CYLI.HOPU,DN706069297XHoist/Pulldown Cylinder,79NZ - PULL DOWN CYLINDER,00 - (NONE),79NZ00
MD6250,DN700169,20055281,5275343X,DRIVE ASSY;CAT 52753,AY,1,286056,21B378 C/O Rotary Head Gearbox,51471211,21B378 C/O Rotary Head Gear Box,TRAN .RHGB,21B378,C/O,Rotary Head Gear Box,DN70,DN70Rotary Head Gear Box,DN70TRAN .RHGB,DN705275343XRotary Head Gear Box,79P3 - ROTARY HEAD GEARBOX,00 - (NONE),79P300
MD6250,DN700172,20055281,5275343X,DRIVE ASSY;CAT 52753,AY,1,286056,21B311 C/O Rotary Head Gearbox,51475938,21B311 C/O Rotary Head Gearbox,,21B311,C/O,Rotary Head Gearbox,DN70,DN70Rotary Head Gearbox,DN70NO MATCH,DN705275343XRotary Head Gearbox,79P3 - ROTARY HEAD GEARBOX,00 - (NONE),79P300
MD6250,DN700172,,,,,,286040,21B311 C/O Hoist Cables,51475907,21B311 C/O Hoist Cables,,21B311,C/O,Hoist Cables,DN70,DN70Hoist Cables,DN70NO MATCH,DN70Hoist Cables,89AC - HOIST ROPES,LT - LEFT,89ACLT
MD6250,DN700172,,,,,,286055,21B311 C/O Pulldown Cables,51475908,21B311 C/O Pulldown Cables,,21B311,C/O,Pulldown Cables,DN70,DN70Pulldown Cables,DN70NO MATCH,DN70Pulldown Cables,89AF - *PULLDOWN ROPES,LT - LEFT,89AFLT
MD6250,DN700206,,,,,,A/286055/V1,2062349: 21R440 C/O Pulldown Cables,51567653,21R440 C/O Mast Pulldown Cables,MAST .CABL.CAB2,21R440,C/O,Mast Pulldown Cables,DN70,DN70Mast Pulldown Cables,DN70MAST .CABL.CAB2,DN70Mast Pulldown Cables,89AF - *PULLDOWN ROPES,LT - LEFT,89AFLT
MD6250,DN700206,,,,,,A/286040/V1,2062328: 21R440 C/O Hoist Cables,51567632,21R440 C/O Mast Hoist Cables,MAST .CABL.CAB1,21R440,C/O,Mast Hoist Cables,DN70,DN70Mast Hoist Cables,DN70MAST .CABL.CAB1,DN70Mast Hoist Cables,89AG - HOIST ROPES,LT - LEFT,89AGLT
MD6250,DN700204,20908039,5249002,CYLINDER;HYDRAULIC;C,EA,1,286012,21R439 C/O Cable Tension Cyl Lower CS,51563055,21R439 C/O Cable Tension Cyl Lower CS,,21R439,C/O,Cable Tension Cyl Lower CS,DN70,DN70Cable Tension Cyl Lower CS,DN70NO MATCH,DN705249002Cable Tension Cyl Lower CS,89BZ - *CABLE TENSIONING CYLINDER,RLH - RIGHT LOWER,89BZRLH
MD6250,DN700204,20908039,5249002,CYLINDER;HYDRAULIC;C,EA,1,286012,21R439 C/O Cable Tension Cyl Lower NCS,51563056,21R439 C/O Cable Tension Cyl Lower NCS,,21R439,C/O,Cable Tension Cyl Lower NCS,DN70,DN70Cable Tension Cyl Lower NCS,DN70NO MATCH,DN705249002Cable Tension Cyl Lower NCS,89BZ - *CABLE TENSIONING CYLINDER,LLH - LEFT LOWER,89BZLLH
MD6250,DN700204,20908039,5249002,CYLINDER;HYDRAULIC;C,EA,1,286012,21R439 C/O Cable Tension Cyl Upper CS,51563122,21R439 C/O Cable Tension Cyl Upper CS,,21R439,C/O,Cable Tension Cyl Upper CS,DN70,DN70Cable Tension Cyl Upper CS,DN70NO MATCH,DN705249002Cable Tension Cyl Upper CS,89BZ - *CABLE TENSIONING CYLINDER,RUZ - RIGHT UPPER,89BZRUZ
MD6250,DN700204,20908039,5249002,CYLINDER;HYDRAULIC;C,EA,1,286012,21R439 C/O Cable Tension Cyl Upper NCS,51563123,21R439 C/O Cable Tension Cyl Upper NCS,,21R439,C/O,Cable Tension Cyl Upper NCS,DN70,DN70Cable Tension Cyl Upper NCS,DN70NO MATCH,DN705249002Cable Tension Cyl Upper NCS,89BZ - *CABLE TENSIONING CYLINDER,LUZ - LEFT UPPER,89BZLUZ
MD6310,DLK00131,21066242,5875935X,ENGINE;SX;DIESEL;CAT,EA,1,267292,21B290 Engine,51411631,21B290 C/O Engine,ENGD,21B290,C/O,Engine,DLK0,DLK0Engine,DLK0ENGD,DLK05875935XEngine,1000 - ENGINE,00 - (NONE),100000
MD6310,DLK00131,20908283,20R3688,TURBOCHARGER;RM;CAT;,EA,1,267296,21B290 Engine,51411636,21B290 C/O Turbocharger CS,,21B290,C/O,Turbocharger CS,DLK0,DLK0Turbocharger CS,DLK0NO MATCH,DLK020R3688Turbocharger CS,1052 - TURBOCHARGER,RI - RIGHT,1052RI
MD6310,DLK00131,20908285,20R3695,TURBOCHARGER;RM;CAT;,EA,1,267295,21B290 Engine,51411635,21B290 C/O Turbocharger NCS,,21B290,C/O,Turbocharger NCS,DLK0,DLK0Turbocharger NCS,DLK0NO MATCH,DLK020R3695Turbocharger NCS,1052 - TURBOCHARGER,LT - LEFT,1052LT
MD6310,DLK00153,20908285,20R3695,TURBOCHARGER;RM;CAT;,EA,1,267295,21R371 Engine,51459479,21R371 C/O Engine Turbocharger NCS,ENGD .TURB.TC01,21R371,C/O,Engine Turbocharger NCS,DLK0,DLK0Engine Turbocharger NCS,DLK0ENGD .TURB.TC01,DLK020R3695Engine Turbocharger NCS,1052 - TURBOCHARGER,LT - LEFT,1052LT
MD6310,DLK00153,20908283,20R3688,TURBOCHARGER;RM;CAT;,EA,1,267296,21R371 Engine,51459480,21R371 C/O Engine Turbocharger CS,ENGD .TURB.TC02,21R371,C/O,Engine Turbocharger CS,DLK0,DLK0Engine Turbocharger CS,DLK0ENGD .TURB.TC02,DLK020R3688Engine Turbocharger CS,1052 - TURBOCHARGER,RI - RIGHT,1052RI
MD6310,DLK00131,21124607,6470750,INJECTOR FUEL;CAT;64,EA,12,267294,21B290 Engine,51411634,21B290 C/O Fuel Injectors,,21B290,C/O,Fuel Injectors,DLK0,DLK0Fuel Injectors,DLK0NO MATCH,DLK06470750Fuel Injectors,1251 - FUEL INJECTION PUMP,00 - (NONE),125100
MD6310,DLK00153,,,,,,267294,21R371 Engine,51459478,21R371 C/O Engine Fuel Injectors,ENGD .FUEL.INJE,21R371,C/O,Engine Fuel Injectors,DLK0,DLK0Engine Fuel Injectors,DLK0ENGD .FUEL.INJE,DLK0Engine Fuel Injectors,1251 - FUEL INJECTION PUMP,00 - (NONE),125100
MD6310,DLK00164,21126308,5270680F,RADIATOR;ENG;CAT;527,EA,1,267331,21R300 C/O Engine Radiator,51528629,21R300 C/O Engine Radiator,ENGD .ENCS.RADI,21R300,C/O,Engine Radiator,DLK0,DLK0Engine Radiator,DLK0ENGD .ENCS.RADI,DLK05270680FEngine Radiator,1353 - RADIATOR,00 - (NONE),135300
MD6310,DLK00131,20086307,10R6400,"PUMP,WATER;RM;CAT;10",EA,1,267298,21B290 Engine,51411637,21B290 C/O Water Pump Main,,21B290,C/O,Water Pump Main,DLK0,DLK0Water Pump Main,DLK0NO MATCH,DLK010R6400Water Pump Main,1361 - WATER PUMP,00 - (NONE),136100
MD6310,DLK00153,20086307,10R6400,"PUMP,WATER;RM;CAT;10",EA,1,267298,21R371 Engine,51459481,21R371 C/O Engine Water Pump Main,ENGD .WAPU.WP01,21R371,C/O,Engine Water Pump Main,DLK0,DLK0Engine Water Pump Main,DLK0ENGD .WAPU.WP01,DLK010R6400Engine Water Pump Main,1361 - WATER PUMP,00 - (NONE),136100
MD6310,DLK00164,21126305,5271326F,RADIATOR;OIL COOLER;,EA,1,267411,21R300 C/O Hydraulic Oil Cooler,51528637,21R300 C/O Hydraulic Oil Cooler,MYHD .OICO.OICO,21R300,C/O,Hydraulic Oil Cooler,DLK0,DLK0Hydraulic Oil Cooler,DLK0MYHD .OICO.OICO,DLK05271326FHydraulic Oil Cooler,1374 - HYDRAULIC OIL COOLER,00 - (NONE),137400
MD6310,DLK00164,20908110,5263939,PUMP;PISTON;CAT;526-,EA,1,267347,21R300 C/O Compressor Cooling Fan Pump,51528623,21R300 C/O Compressor Cooling Fan Pump,MYHD .PUMP.HP05,21R300,C/O,Compressor Cooling Fan Pump,DLK0,DLK0Compressor Cooling Fan Pump,DLK0MYHD .PUMP.HP05,DLK05263939Compressor Cooling Fan Pump,1387 - HYDRAULIC FAN PUMP,RI - RIGHT,1387RI
MD6310,DLK00164,20908110,5263939,PUMP;PISTON;CAT;526-,EA,1,267417,21R300 C/O Engine Cooling Fan Pump,51528628,21R300 C/O Engine Cooling Fan Pump,MYHD .PUMP.HP04,21R300,C/O,Engine Cooling Fan Pump,DLK0,DLK0Engine Cooling Fan Pump,DLK0MYHD .PUMP.HP04,DLK05263939Engine Cooling Fan Pump,1387 - HYDRAULIC FAN PUMP,LT - LEFT,1387LT
MD6310,DLK00131,20342025,20R1312,STARTER;MOTOR;CAT;20,EA,1,267299,21B290 Engine,51411639,21B290 C/O Starter Motor CS,LVEL .STSY.SM02,21B290,C/O,Starter Motor CS,DLK0,DLK0Starter Motor CS,DLK0LVEL .STSY.SM02,DLK020R1312Starter Motor CS,1453 - ELEC STARTER MOTOR,00 - (NONE),145300
MD6310,DLK00131,20342025,20R1312,STARTER;MOTOR;CAT;20,EA,1,267299,21B290 Engine,51411638,21B290 C/O Starter Motor NCS,LVEL .STSY.SM01,21B290,C/O,Starter Motor NCS,DLK0,DLK0Starter Motor NCS,DLK0LVEL .STSY.SM01,DLK020R1312Starter Motor NCS,1453 - ELEC STARTER MOTOR,00 - (NONE),145300
MD6310,DLK00131,20853269,4190777,MOTOR;CAT;419-0777,EA,1,324561,21B290 Service Air Con,51625765,21B290 Ovhl Air Con Major,,21B290,Ovhl,Air Con Major,DLK0,DLK0Air Con Major,DLK0NO MATCH,DLK04190777Air Con Major,1802 - REFRIGERANT COMPRESSOR,00 - (NONE),180200
MD6310,DLK00131,21081921,5037615X,GEARBOX;PUMP DRIVE;C,EA,1,267443,21B290 C/O Main Pump Drive Transmission,51411058,21B290 C/O Main Pump Drive Transmission,TRAN .MPDT,21B290,C/O,Main Pump Drive Transmission,DLK0,DLK0Main Pump Drive Transmission,DLK0TRAN .MPDT,DLK05037615XMain Pump Drive Transmission,3108 - PUMP DRIVE GRP,00 - (NONE),310800
MD6310,DLK00164,21081921,5037615X,GEARBOX;PUMP DRIVE;C,EA,1,267443,21R300 C/O Main Pump Drive Transmission,51528647,21R300 C/O Main P/Drive Transmission,,21R300,C/O,Main P/Drive Transmission,DLK0,DLK0Main P/Drive Transmission,DLK0NO MATCH,DLK05037615XMain P/Drive Transmission,3108 - PUMP DRIVE GRP,00 - (NONE),310800
MD6310,DLK00131,20908113,5946741,PUMP;CAT;594-6741,EA,1,267414,21B290 C/O Charge Pump,51411610,21B290 C/O Charge Pump,MYHD .PUMP.HP03,21B290,C/O,Charge Pump,DLK0,DLK0Charge Pump,DLK0MYHD .PUMP.HP03,DLK05946741Charge Pump,3204 - CHARGE PUMP,00 - (NONE),320400
MD6310,DLK00164,20907956,11R0059,DRIVE;FINAL;RM;CAT;1,EA,1,267333,21R300 C/O Final Drive CS,51528630,21R300 C/O Final Drive CS,FDRV .FIDR.FDRH,21R300,C/O,Final Drive CS,DLK0,DLK0Final Drive CS,DLK0FDRV .FIDR.FDRH,DLK011R0059Final Drive CS,4050 - FINAL DRIVE,RI - RIGHT,4050RI
MD6310,DLK00164,20907956,11R0059,DRIVE;FINAL;RM;CAT;1,EA,1,267332,21R300 C/O Final Drive NCS,51528631,21R300 C/O Final Drive NCS,FDRV .FIDR.FDLH,21R300,C/O,Final Drive NCS,DLK0,DLK0Final Drive NCS,DLK0FDRV .FIDR.FDLH,DLK011R0059Final Drive NCS,4050 - FINAL DRIVE,LT - LEFT,4050LT
MD6310,DLK00131,20569665,5756593,IDLER;FINNING;575659,EA,1,267434,21B290 C/O Idler CS,51410795,21B290 C/O Idler CS,STRU .TRFC.IDLE,21B290,C/O,Idler CS,DLK0,DLK0Idler CS,DLK0STRU .TRFC.IDLE,DLK05756593Idler CS,4159 - IDLER/IDLER WHEEL,RI - RIGHT,4159RI
MD6310,DLK00131,20569665,5756593,IDLER;FINNING;575659,EA,1,267434,21B290 C/O Idler NCS,51411601,21B290 C/O Idler NCS,STRU .TRFN.IDLE,21B290,C/O,Idler NCS,DLK0,DLK0Idler NCS,DLK0STRU .TRFN.IDLE,DLK05756593Idler NCS,4159 - IDLER/IDLER WHEEL,LT - LEFT,4159LT
MD6310,DLK00131,20908234,5282933,ROLLER;TRACK;CAT;528,EA,13,267435,21B290 C/O Load Rollers CS,51411604,21B290 C/O Load Rollers CS,STRU .TRFC.LORO,21B290,C/O,Load Rollers CS,DLK0,DLK0Load Rollers CS,DLK0STRU .TRFC.LORO,DLK05282933Load Rollers CS,4180 - TRACK ROLLER,ALL - ALL,4180ALL
MD6310,DLK00131,20908234,5282933,ROLLER;TRACK;CAT;528,EA,13,267435,21B290 C/O Load Rollers NCS,51411600,21B290 C/O Load Rollers NCS,STRU .TRFN.LORO,21B290,C/O,Load Rollers NCS,DLK0,DLK0Load Rollers NCS,DLK0STRU .TRFN.LORO,DLK05282933Load Rollers NCS,4180 - TRACK ROLLER,ALL - ALL,4180ALL
MD6310,DLK00155,,,,,,267408,21R398 C/O Travel Motor CS,51467485,21R398 C/O Travel Motor CS,MYHD .MOTO.HM04,21R398,C/O,Travel Motor CS,DLK0,DLK0Travel Motor CS,DLK0MYHD .MOTO.HM04,DLK0Travel Motor CS,4351 - HYD PROPEL/DRIVE MOTOR,RI - RIGHT,4351RI
MD6310,DLK00155,,,,,,267408,21R398 C/O Travel Motor NCS,51467486,21R398 C/O Travel Motor NCS,MYHD .MOTO.HM03,21R398,C/O,Travel Motor NCS,DLK0,DLK0Travel Motor NCS,DLK0MYHD .MOTO.HM03,DLK0Travel Motor NCS,4351 - HYD PROPEL/DRIVE MOTOR,LT - LEFT,4351LT
MD6310,DLK00131,20999550,20R9457,PUMP;RM;CAT;20R-9457,EA,1,333198,21B290 C/O Auxiliary Hydraulic Pump,51663187,21B290 C/O Auxiliary Hydraulic Pump,MYHD .PUMP.HP06,21B290,C/O,Auxiliary Hydraulic Pump,DLK0,DLK0Auxiliary Hydraulic Pump,DLK0MYHD .PUMP.HP06,DLK020R9457Auxiliary Hydraulic Pump,5070 - PISTON PUMP,CE - CENTER,5070CE
MD6310,DLK00164,,,,,,267412,21R300 C/O Main Pump NCS,51528648,21R300 C/O Main Hydraulic Pump NCS,MYHD .PUMP.HP01,21R300,C/O,Main Hydraulic Pump NCS,DLK0,DLK0Main Hydraulic Pump NCS,DLK0MYHD .PUMP.HP01,DLK0Main Hydraulic Pump NCS,5070 - PISTON PUMP,LT - LEFT,5070LT
MD6310,DLK00164,,,,,,267413,21R300 C/O Main Pump CS,51528646,21R300 C/O Main Hydraulic Pump CS,MYHD .PUMP.HP02,21R300,C/O,Main Hydraulic Pump CS,DLK0,DLK0Main Hydraulic Pump CS,DLK0MYHD .PUMP.HP02,DLK0Main Hydraulic Pump CS,5070 - PISTON PUMP,RI - RIGHT,5070RI
MD6310,DLK00131,20908012,5795129,SHEAVE;CAT;579-5129,EA,1,267339,21B290 C/O Base Sheaves,51411645,21B290 C/O Base Sheaves,,21B290,C/O,Base Sheaves,DLK0,DLK0Base Sheaves,DLK0NO MATCH,DLK05795129Base Sheaves,516A - TOP SHEAVE,00 - (NONE),516A00
MD6310,DLK00131,20426104,4506156,SHEAVE;CAT;4506156,EA,4,267340,21B290 C/O Travelling Sheaves,51411644,21B290 C/O Travelling Sheaves,,21B290,C/O,Travelling Sheaves,DLK0,DLK0Travelling Sheaves,DLK0NO MATCH,DLK04506156Travelling Sheaves,516B - TRAVEL SHEAVE,00 - (NONE),516B00
MD6310,DLK00164,20426104,4506156,SHEAVE;CAT;4506156,EA,4,267340,21R300 C/O Travelling Sheaves,51528669,21R300 C/O Mast Travelling Sheaves,MAST .SHVE.SHV2,21R300,C/O,Mast Travelling Sheaves,DLK0,DLK0Mast Travelling Sheaves,DLK0MAST .SHVE.SHV2,DLK04506156Mast Travelling Sheaves,516B - TRAVEL SHEAVE,00 - (NONE),516B00
MD6310,DLK00131,20908091,11R0142,MOTOR;PISTON;RM;CAT;,EA,1,267407,21B290 C/O Rotation Motor CS,51411616,21B290 C/O Rotation Motor CS,MYHD .MOTO.ROTC,21B290,C/O,Rotation Motor CS,DLK0,DLK0Rotation Motor CS,DLK0MYHD .MOTO.ROTC,DLK011R0142Rotation Motor CS,5494 - ROTATOR MOTOR,RI - RIGHT,5494RI
MD6310,DLK00131,21022902,11R0141,MOTOR;GP-PIS;CAT;11R,EA,1,267407,21B290 C/O Rotation Motor NCS,51411620,21B290 C/O Rotation Motor NCS,MYHD .MOTO.ROTN,21B290,C/O,Rotation Motor NCS,DLK0,DLK0Rotation Motor NCS,DLK0MYHD .MOTO.ROTN,DLK011R0141Rotation Motor NCS,5494 - ROTATOR MOTOR,LT - LEFT,5494LT
MD6310,DLK00131,21081469,5418635X,COMPRESSOR;HP;500PSI,EA,1,267279,21B290 C/O Air Compressor,51411667,21B290 C/O Air Compressor,AIRS .AICO.AICO,21B290,C/O,Air Compressor,DLK0,DLK0Air Compressor,DLK0AIRS .AICO.AICO,DLK05418635XAir Compressor,79N1 - AIR END COMPRESSOR,00 - (NONE),79N100
MD6310,DLK00131,20999542,11R1466,CYLINDER;RM;CAT;11R-,EA,1,267344,21B290 C/O Jack Cyl CS NDE,51411642,21B290 C/O Jack Cyl CS NDE,,21B290,C/O,Jack Cyl CS NDE,DLK0,DLK0Jack Cyl CS NDE,DLK0NO MATCH,DLK011R1466Jack Cyl CS NDE,79NM - JACK LEVELLING CYLINDER,RF - RIGHT FRONT,79NMRF
MD6310,DLK00131,20999542,11R1466,CYLINDER;RM;CAT;11R-,EA,1,267344,21B290 C/O Jack Cyl NCS NDE,51411641,21B290 C/O Jack Cyl NCS NDE,,21B290,C/O,Jack Cyl NCS NDE,DLK0,DLK0Jack Cyl NCS NDE,DLK0NO MATCH,DLK011R1466Jack Cyl NCS NDE,79NM - JACK LEVELLING CYLINDER,LF - LEFT FRONT,79NMLF
MD6310,DLK00131,20999543,11R1468,CYLINDER HYD;CAT;11R,EA,1,267345,21B290 C/O Jack Cyl CS DE,51411643,21B290 C/O Jack Cyl CS DE,,21B290,C/O,Jack Cyl CS DE,DLK0,DLK0Jack Cyl CS DE,DLK0NO MATCH,DLK011R1468Jack Cyl CS DE,79NM - JACK LEVELLING CYLINDER,RR - RIGHT REAR,79NMRR
MD6310,DLK00131,20999543,11R1468,CYLINDER HYD;CAT;11R,EA,1,267345,21B290 C/O Jack Cyl NCS DE,51411624,21B290 C/O Jack Cyl NCS DE,,21B290,C/O,Jack Cyl NCS DE,DLK0,DLK0Jack Cyl NCS DE,DLK0NO MATCH,DLK011R1468Jack Cyl NCS DE,79NM - JACK LEVELLING CYLINDER,LR - LEFT REAR,79NMLR
MD6310,DLK00164,20999542,11R1466,CYLINDER;RM;CAT;11R-,EA,1,267344,21R300 C/O Jack Cyl CS NDE,51528641,21R300 C/O Jack Leg Cylinder NDE CS,,21R300,C/O,Jack Leg Cylinder NDE CS,DLK0,DLK0Jack Leg Cylinder NDE CS,DLK0NO MATCH,DLK011R1466Jack Leg Cylinder NDE CS,79NM - JACK LEVELLING CYLINDER,RF - RIGHT FRONT,79NMRF
MD6310,DLK00131,20908020,5156795,CYLINDER;HYDRAULIC;C,EA,1,267343,21B290 C/O Mast Lock Cylinder CS,51411410,21B290 C/O Mast Lock Cylinder CS,MYHD .CYLI.MALC,21B290,C/O,Mast Lock Cylinder CS,DLK0,DLK0Mast Lock Cylinder CS,DLK0MYHD .CYLI.MALC,DLK05156795Mast Lock Cylinder CS,79NT - MAST LOCKING CYLINDER,00 - (NONE),79NT00
MD6310,DLK00131,20908020,5156795,CYLINDER;HYDRAULIC;C,EA,1,267343,21B290 C/O Mast Lock Cylinder NCS,51411449,21B290 C/O Mast Lock Cylinder NCS,MYHD .CYLI.MALN,21B290,C/O,Mast Lock Cylinder NCS,DLK0,DLK0Mast Lock Cylinder NCS,DLK0MYHD .CYLI.MALN,DLK05156795Mast Lock Cylinder NCS,79NT - MAST LOCKING CYLINDER,00 - (NONE),79NT00
MD6310,DLK00131,21081925,4507146X,CYLINDER;MAST RAISE;,EA,1,267342,21B290 C/O Mast Raise Cylinder CS,51411412,21B290 C/O Mast Raise Cylinder CS,MYHD .CYLI.MARC,21B290,C/O,Mast Raise Cylinder CS,DLK0,DLK0Mast Raise Cylinder CS,DLK0MYHD .CYLI.MARC,DLK04507146XMast Raise Cylinder CS,79NU - MAST RAISING CYLINDER,RI - RIGHT,79NURI
MD6310,DLK00131,21081925,4507146X,CYLINDER;MAST RAISE;,EA,1,267342,21B290 C/O Mast Raise Cylinder NCS,51411414,21B290 C/O Mast Raise Cylinder NCS,MYHD .CYLI.MARN,21B290,C/O,Mast Raise Cylinder NCS,DLK0,DLK0Mast Raise Cylinder NCS,DLK0MYHD .CYLI.MARN,DLK04507146XMast Raise Cylinder NCS,79NU - MAST RAISING CYLINDER,LT - LEFT,79NULT
MD6310,DLK00131,21081924,6209749X,CYLINDER;PULL DOWN;C,EA,1,267346,21B290 C/O Hoist/Pulldown Cylinder,51411623,21B290 C/O Hoist/Pulldown Cylinder,MYHD .CYLI.HOPU,21B290,C/O,Hoist/Pulldown Cylinder,DLK0,DLK0Hoist/Pulldown Cylinder,DLK0MYHD .CYLI.HOPU,DLK06209749XHoist/Pulldown Cylinder,79NZ - PULL DOWN CYLINDER,00 - (NONE),79NZ00
MD6310,DLK00131,21081922,5275344X,HEAD;ROTARY;CAT 5275,EA,1,267445,21B290 C/O Rotary Head Gearbox,51410792,21B290 C/O Rotary Head Gearbox,,21B290,C/O,Rotary Head Gearbox,DLK0,DLK0Rotary Head Gearbox,DLK0NO MATCH,DLK05275344XRotary Head Gearbox,79P3 - ROTARY HEAD GEARBOX,00 - (NONE),79P300
MD6310,DLK00164,21081922,5275344X,HEAD;ROTARY;CAT 5275,EA,1,267445,21R300 C/O Rotary Head Gearbox,51528657,21R300 C/O Rotary Head Gear Box,TRAN .RHGB,21R300,C/O,Rotary Head Gear Box,DLK0,DLK0Rotary Head Gear Box,DLK0TRAN .RHGB,DLK05275344XRotary Head Gear Box,79P3 - ROTARY HEAD GEARBOX,00 - (NONE),79P300
MD6310,DLK00147,20907982,5653199,CABLE;CAT;565-3199,EA,2,267336,21B291 C/O Pulldown Cables,51411722,21B291 C/O Pulldown Cables,,21B291,C/O,Pulldown Cables,DLK0,DLK0Pulldown Cables,DLK0NO MATCH,DLK05653199Pulldown Cables,89AF - *PULLDOWN ROPES,LT - LEFT,89AFLT
MD6310,DLK00164,,,,,,267336,21R300 C/O Pulldown Cables,51528656,21R300 C/O Mast Pulldown Cables,MAST .CABL.CAB2,21R300,C/O,Mast Pulldown Cables,DLK0,DLK0Mast Pulldown Cables,DLK0MAST .CABL.CAB2,DLK0Mast Pulldown Cables,89AF - *PULLDOWN ROPES,LT - LEFT,89AFLT
MD6310,DLK00147,20907980,5653200,HOIST;CAT;565-3200,EA,2,267335,21B291 C/O Hoist Cables,51411694,21B291 C/O Hoist Cables,,21B291,C/O,Hoist Cables,DLK0,DLK0Hoist Cables,DLK0NO MATCH,DLK05653200Hoist Cables,89AG - HOIST ROPES,LT - LEFT,89AGLT
MD6310,DLK00164,,,,,,267335,21R300 C/O Hoist Cables,51528635,21R300 C/O Mast Hoist Cables,MAST .CABL.CAB1,21R300,C/O,Mast Hoist Cables,DLK0,DLK0Mast Hoist Cables,DLK0MAST .CABL.CAB1,DLK0Mast Hoist Cables,89AG - HOIST ROPES,LT - LEFT,89AGLT
MD6310,DLK00164,20908039,5249002,CYLINDER;HYDRAULIC;C,EA,1,267278,21R300 C/O Cable Tension Cyl Lower CS,51528206,21R300 C/O Cable Tension Cyl Lower CS,,21R300,C/O,Cable Tension Cyl Lower CS,DLK0,DLK0Cable Tension Cyl Lower CS,DLK0NO MATCH,DLK05249002Cable Tension Cyl Lower CS,89BZ - *CABLE TENSIONING CYLINDER,RLH - RIGHT LOWER,89BZRLH
MD6310,DLK00164,20908039,5249002,CYLINDER;HYDRAULIC;C,EA,1,267278,21R300 C/O Cable Tension Cyl Lower NCS,51528205,21R300 C/O Cable Tension Cyl Lower NCS,,21R300,C/O,Cable Tension Cyl Lower NCS,DLK0,DLK0Cable Tension Cyl Lower NCS,DLK0NO MATCH,DLK05249002Cable Tension Cyl Lower NCS,89BZ - *CABLE TENSIONING CYLINDER,LLH - LEFT LOWER,89BZLLH
MD6310,DLK00164,20908039,5249002,CYLINDER;HYDRAULIC;C,EA,1,267278,21R300 C/O Cable Tension Cyl Upper CS,51528212,21R300 C/O Cable Tension Cyl Upper CS,,21R300,C/O,Cable Tension Cyl Upper CS,DLK0,DLK0Cable Tension Cyl Upper CS,DLK0NO MATCH,DLK05249002Cable Tension Cyl Upper CS,89BZ - *CABLE TENSIONING CYLINDER,RUZ - RIGHT UPPER,89BZRUZ
